Номер кейса,Номер задачи,ID клиента,Пол,Канал обращения,Ответственный отдел,Категория услуг,Услуга,Программа,Дата и время создания (МСК),Что делали,Страна,Город,"""Технический кейс"""
10128,10128.12081,13452,Женский,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,Базовый,03.08.2024 06:14,Инфо,Россия,Москва,0
11018,11018.13081,13452,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,08.08.2024 10:54,Бронирование/покупка,Россия,Москва,0
11018,11018.13082,13452,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,08.08.2024 10:54,Бронирование/покупка,Россия,Москва,0
11364,11364.13482,13452,Женский,Чат,Лайфстайл,Информационная поддержка,Информационный запрос,Базовый,10.08.2024 10:54,Инфо,Россия,Москва,0
12160,12160.14400,13452,Женский,Мессенджер,Первая Линия,Сервисы,Бесплатная медицинская консультация,Базовый,15.08.2024 10:51,Передано партнеру,Россия,Москва,0
12278,12278.14512,13452,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,15.08.2024 19:10,Бронирование/покупка,Россия,Москва,0
12280,12280.14514,13452,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,15.08.2024 19:12,Бронирование/покупка,Россия,Москва,0
12578,12578.14882,13452,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,17.08.2024 16:46,Бронирование/покупка,Россия,Москва,0
13023,13023.15369,13452,Женский,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,Базовый,20.08.2024 13:12,Инфо,Россия,Москва,0
13951,13951.16420,13452,Женский,Почта,Первая Линия,Сервисы,Бесплатная юридическая консультация,Базовый,26.08.2024 07:03,Передано партнеру,Россия,Москва,0
13955,13955.16424,13452,Женский,Мессенджер,Первая Линия,Сервисы,Бесплатная юридическая консультация,Базовый,26.08.2024 08:31,Передано партнеру,Россия,Москва,0
14084,14084.16571,13452,Женский,Мессенджер,Лайфстайл,Информационная поддержка,Поиск забытых вещей,Базовый,26.08.2024 21:03,Инфо,Россия,Москва,0
16757,16757.19622,13452,,Мессенджер,Лайфстайл,Товары,"Одежда, обувь, аксессуары",Базовый,11.09.2024 19:30,Инфо,Россия,Москва,0
17279,17279.20145,13452,,Мессенджер,Лайфстайл,Мероприятия,Представления,Базовый,14.09.2024 12:34,Инфо,Россия,Москва,0
21321,21321.24627,13452,,Мессенджер,Первая Линия,Путешествия,Регистрация на рейс,Базовый,06.10.2024 08:04,Бронирование/покупка,Россия,Москва,0
21321,21321.24628,13452,,Мессенджер,Первая Линия,Путешествия,Регистрация на рейс,Базовый,06.10.2024 08:26,Бронирование/покупка,Россия,Москва,0
21321,21321.24630,13452,,Мессенджер,Первая Линия,Путешествия,Регистрация на рейс,Базовый,06.10.2024 08:38,Инфо,Россия,Москва,0
21321,21321.24631,13452,,Мессенджер,Первая Линия,Путешествия,Регистрация на рейс,Базовый,06.10.2024 08:38,Инфо,Россия,Москва,0
23463,23463.26992,13452,,Мессенджер,Первая Линия,Гастро,Ресторан,Базовый,17.10.2024 06:01,Бронирование/покупка,Россия,Москва,0
23663,23663.27237,13452,,Мессенджер,Первая Линия,Товары,Товары,Базовый,18.10.2024 02:44,Подборка,Россия,Москва,0
23756,23756.27355,13452,,Мессенджер,Лайфстайл,Информационная поддержка,Информационный запрос,Базовый,18.10.2024 15:40,Инфо,Россия,Москва,0
24426,24426.28149,13452,,Мессенджер,Первая Линия,Информационная поддержка,Услуга недоступна,Базовый,22.10.2024 12:17,Инфо,Россия,Москва,0
24965,24965.28737,13452,,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,Базовый,24.10.2024 16:30,Инфо,Россия,Москва,0
25005,25005.28786,13452,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,24.10.2024 21:33,"Инфо, Подборка",Россия,Москва,0
25015,25015.28795,13452,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,24.10.2024 22:26,Бронирование/покупка,Россия,Москва,0
25485,25485.29369,13452,,Мессенджер,Лайфстайл,Мероприятия,Представления,Базовый,27.10.2024 14:34,Инфо,Россия,Москва,0
25808,25808.29714,13452,,Мессенджер,Первая Линия,Сервисы,Образование,Базовый,29.10.2024 01:38,Подборка,Россия,Москва,0
26368,26368.30361,13452,,Мессенджер,Лайфстайл,Товары,Товары,Базовый,31.10.2024 18:50,"Инфо, Подборка",Россия,Москва,0
26820,26820.30865,13452,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,02.11.2024 18:46,Инфо,Россия,Москва,0
27260,27260.31353,13452,,Мессенджер,Первая Линия,Сервисы,Сервисы,Базовый,04.11.2024 23:37,Инфо,Россия,Москва,0
29402,29402.33699,13452,,Мессенджер,Лайфстайл,Товары,Для дома и дачи,Базовый,15.11.2024 14:41,Подборка,Россия,Москва,0
30028,30028.34367,13452,,Мессенджер,Первая Линия,Сервисы,Бесплатная медицинская консультация,Базовый,18.11.2024 20:25,Передано партнеру,Россия,Москва,0
30532,30532.34891,13452,,Мессенджер,Первая Линия,Сервисы,Бесплатная медицинская консультация,Базовый,21.11.2024 04:15,,Россия,Москва,0
31021,31021.35453,13452,,Мессенджер,Первая Линия,Сервисы,Бесплатная медицинская консультация,Базовый,23.11.2024 12:20,Передано партнеру,Россия,Москва,0
31994,31994.1,13452,,Мессенджер,Первая Линия,Сервисы,Бесплатная медицинская консультация,Базовый,27.11.2024 15:20,Передано партнеру,Россия,Москва,0
